Unnamed: 0,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls.1,stats_Ast.1,stats_G+A.1,stats_G-PK.1,stats_G+A-PK,stats_xG.1,stats_xAG.1,stats_xG+xAG,stats_npxG.1,stats_npxG+xAG.1,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive.1,gca_PassDead.1,gca_TO.1,gca_Sh.1,gca_Fld.1,gca_Def.1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off.1,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%,Percentil_G-PK.1,Percentil_npxG.1,Percentil_PrgC,Percentil_xAG.1,Percentil_npxG+xAG.1,Percentil_Sh/90,Percentil_SoT/90,Percentil_SCA90,Percentil_GCA90,Percentil_Att,Percentil_1/3,Percentil_PPA,Percentil_CrsPA,Percentil_PrgP,Percentil_Att 3rd,Percentil_TklW,Percentil_Mid 3rd,Percentil_Att Pen,Percentil_Live,Percentil_PrgDist,Percentil_PrgR,Percentil_Succ%,Percentil_Won%,Distancia
54186,Sebastián Medina,ar ARG,FW,Tigre,Primera Division Argentina,24-187,2000,4,0,64,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,ar ARG,FW,Tigre,Primera Division Argentina,24-187,2000,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Tigre,Primera Division Argentina,24-187,2000,0.7,11,30.61224489795919,73.3,137,61,9,11,81.8,2,3,66.7,0,0,0.0,0,0.1,0.0,-0.1,1,2.0408163265306123,0.0,0.0,4.081632653061225,ar ARG,FW,Tigre,Primera Division Argentina,24-187,2000,0.7,15,15,0,0,0,0,0,0,0,0,0,0,11,0,1,ar ARG,FW,Tigre,Primera Division Argentina,24-187,2000,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,FW,Tigre,Primera Division Argentina,24-187,2000,0.7,1,2.0408163265306123,1,0,0.0,1,2,50.0,1,3,0,3,0,1,3,0,ar ARG,FW,Tigre,Primera Division Argentina,24-187,2000,0.7,27,1,5,24.48979591836735,20.408163265306126,2.0408163265306123,55.10204081632654,2,1,50.0,1,50.0,14,51,57.142857142857146,1,1,0,1,1,17,4.081632653061225,ar ARG,FW,Tigre,Primera Division Argentina,24-187,2000,4,64,16,5.1,0.7,0,0,0,4,16,9,1.75,2,1,1,1.41,1.56,1.0,1.2,-0.3,-0.36,-0.07,ar ARG,FW,Tigre,Primera Division Argentina,24-187,2000,0.7,1,0,0,3,3,1,0,0,1,0,0,0,1,2,5,28.6,31.464174454828658,8.255451713395638,25.54517133956386,56.230529595015575,18.38006230529595,8.09968847352025,18.38006230529595,7.632398753894081,28.34890965732087,77.77777777777779,85.55555555555556,15.555555555555555,30.634920634920636,90.95238095238095,79.2063492063492,90.15873015873017,80.15873015873017,75.23809523809524,79.68253968253968,80.0,74.60317460317461,77.41433021806854,39.40809968847352,232.37505386257533
54187,Tobías Medina,ar ARG,"MF,FW",San Lorenzo,Primera Division Argentina,20-199,2004,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,ar ARG,"MF,FW",San Lorenzo,Primera Division Argentina,20-199,2004,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,"MF,FW",San Lorenzo,Primera Division Argentina,20-199,2004,0.6,37,122.22222222222224,84.1,552,92,19,21,90.5,14,17,82.4,2,4,50.0,0,0.1,0.1,-0.1,1,8.333333333333334,2.777777777777778,2.777777777777778,11.111111111111112,ar ARG,"MF,FW",San Lorenzo,Primera Division Argentina,20-199,2004,0.6,44,39,5,0,0,0,5,3,1,0,1,0,37,0,0,ar ARG,"MF,FW",San Lorenzo,Primera Division Argentina,20-199,2004,0.6,2,3.27,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"MF,FW",San Lorenzo,Primera Division Argentina,20-199,2004,0.6,1,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0,1,1,0,ar ARG,"MF,FW",San Lorenzo,Primera Division Argentina,20-199,2004,0.6,52,1,4,63.88888888888889,69.44444444444446,8.333333333333334,144.44444444444446,0,0,0.0,0,0.0,24,120,141.66666666666669,0,3,0,3,1,36,11.111111111111112,ar ARG,"MF,FW",San Lorenzo,Primera Division Argentina,20-199,2004,2,55,28,4.7,0.6,0,0,0,2,28,4,0.5,0,0,0,0.0,0.16,0.4,0.3,0.1,0.09,0.15,ar ARG,"MF,FW",San Lorenzo,Primera Division Argentina,20-199,2004,0.6,0,0,0,0,1,1,5,0,0,0,0,0,3,1,1,50.0,31.464174454828658,8.255451713395638,9.813084112149532,76.79127725856698,28.19314641744548,8.09968847352025,18.38006230529595,72.58566978193146,28.34890965732087,92.53968253968254,95.71428571428572,96.82539682539682,99.20634920634922,95.07936507936508,91.74603174603175,11.746031746031745,91.74603174603175,93.80952380952381,89.68253968253968,90.7936507936508,88.4126984126984,11.993769470404985,74.9221183800623,244.69730358786006
54191,José Méndez,ar ARG,"FW,MF",Deportivo Riestra,Primera Division Argentina,31-174,1993,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,"FW,MF",Deportivo Riestra,Primera Division Argentina,31-174,1993,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,"FW,MF",Deportivo Riestra,Primera Division Argentina,31-174,1993,0.5,12,52.0,92.3,150,33,8,8,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,12.0,0.0,0.0,0.0,ar ARG,"FW,MF",Deportivo Riestra,Primera Division Argentina,31-174,1993,0.5,13,12,1,0,0,0,1,1,0,0,0,0,12,0,0,ar ARG,"FW,MF",Deportivo Riestra,Primera Division Argentina,31-174,1993,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"FW,MF",Deportivo Riestra,Primera Division Argentina,31-174,1993,0.5,1,4.0,1,0,0.0,0,0,0.0,0,0,0,0,0,1,1,0,ar ARG,"FW,MF",Deportivo Riestra,Primera Division Argentina,31-174,1993,0.5,18,0,3,32.0,28.0,4.0,72.0,0,0,0.0,0,0.0,8,77,136.0,1,1,0,1,0,8,8.0,ar ARG,"FW,MF",Deportivo Riestra,Primera Division Argentina,31-174,1993,2,44,22,3.5,0.5,0,0,0,2,22,3,0.0,0,2,-2,-4.09,-4.24,1.1,0.7,0.4,0.82,0.87,ar ARG,"FW,MF",Deportivo Riestra,Primera Division Argentina,31-174,1993,0.5,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0.0,31.464174454828658,8.255451713395638,25.54517133956386,12.305295950155763,6.230529595015576,8.09968847352025,18.38006230529595,7.632398753894081,28.34890965732087,84.12698412698413,98.09523809523809,15.555555555555555,30.634920634920636,6.825396825396825,83.80952380952381,93.80952380952381,83.4920634920635,84.44444444444444,82.53968253968253,90.47619047619048,84.76190476190476,11.993769470404985,11.370716510903426,270.9389872281777
54192,Mauro Méndez,uy URU,"FW,MF",Estudiantes,Primera Division Argentina,25-245,1999,4,1,106,1.2,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,2,5,8,0.85,0.0,0.85,0.85,0.85,0.52,0.0,0.52,0.52,0.52,uy URU,"FW,MF",Estudiantes,Primera Division Argentina,25-245,1999,1.2,1,4,2,50.0,3.4,1.7,0.25,0.5,13.8,0,0,0,0.6,0.6,0.15,0.4,0.4,uy URU,"FW,MF",Estudiantes,Primera Division Argentina,25-245,1999,1.2,20,20.13888888888889,69.0,289,49,11,14,78.6,7,12,58.3,1,1,100.0,0,0.0,0.0,0.0,0,0.6944444444444445,0.6944444444444445,0.0,3.4722222222222228,uy URU,"FW,MF",Estudiantes,Primera Division Argentina,25-245,1999,1.2,29,28,1,0,0,0,1,0,0,0,0,0,20,0,0,uy URU,"FW,MF",Estudiantes,Primera Division Argentina,25-245,1999,1.2,3,2.55,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,uy URU,"FW,MF",Estudiantes,Primera Division Argentina,25-245,1999,1.2,0,0.0,0,0,0.0,0,0,0.0,0,1,0,1,0,0,1,0,uy URU,"FW,MF",Estudiantes,Primera Division Argentina,25-245,1999,1.2,41,1,2,14.583333333333334,13.194444444444445,4.861111111111112,28.47222222222223,2,1,50.0,1,50.0,25,125,41.66666666666667,2,4,1,3,1,32,5.555555555555556,uy URU,"FW,MF",Estudiantes,Primera Division Argentina,25-245,1999,4,106,27,8.4,1.2,1,57,0,3,16,1,1.5,2,0,2,1.7,1.78,1.2,0.8,0.4,0.34,0.18,uy URU,"FW,MF",Estudiantes,Primera Division Argentina,25-245,1999,1.2,1,0,0,3,0,0,1,0,0,0,0,0,3,5,5,50.0,97.35202492211839,93.92523364485982,36.29283489096573,12.305295950155763,87.53894080996885,88.78504672897196,94.70404984423676,55.140186915887845,28.34890965732087,67.61904761904762,72.22222222222221,89.52380952380953,30.634920634920636,87.93650793650794,70.7936507936508,11.746031746031745,72.38095238095238,88.25396825396825,68.41269841269842,73.96825396825398,80.47619047619048,77.41433021806854,74.9221183800623,141.99288523947698
54196,Miguel Merentiel,uy URU,FW,Boca Juniors,Primera Division Argentina,28-207,1996,14,13,"1,202",13.4,5,2,7,4,1,1,2,0,5.3,4.5,2.4,6.9,30,47,96,0.37,0.15,0.52,0.3,0.45,0.4,0.18,0.57,0.34,0.52,uy URU,FW,Boca Juniors,Primera Division Argentina,28-207,1996,13.4,5,34,13,38.2,2.55,0.97,0.12,0.31,16.9,0,1,1,5.3,4.5,0.13,-0.3,-0.5,uy URU,FW,Boca Juniors,Primera Division Argentina,28-207,1996,13.4,215,1.7431499220316329,68.7,3633,1239,100,127,78.7,75,100,75.0,24,43,55.8,2,2.4,2.8,-0.4,12,0.13366005791935842,0.11695255067943862,0.011138338159946535,0.26175094675874355,uy URU,FW,Boca Juniors,Primera Division Argentina,28-207,1996,13.4,313,290,20,2,4,4,25,2,5,0,4,0,215,3,17,uy URU,FW,Boca Juniors,Primera Division Argentina,28-207,1996,13.4,43,3.22,29,1,6,6,0,1,8,0.6,4,0,3,1,0,0,uy URU,FW,Boca Juniors,Primera Division Argentina,28-207,1996,13.4,3,0.005569169079973267,0,2,0.005569169079973267,1,10,10.0,9,2,0,2,4,7,5,0,uy URU,FW,Boca Juniors,Primera Division Argentina,28-207,1996,13.4,413,7,19,1.0080196034751614,1.2085096903541992,0.2951659612385832,2.2944976609489864,32,23,71.9,9,28.1,273,1953,5.279572287814657,30,19,17,21,10,321,0.5346402316774337,uy URU,FW,Boca Juniors,Primera Division Argentina,28-207,1996,14,"1,202",86,95.4,13.4,13,89,11,1,45,0,1.5,19,13,6,0.45,2.0,15.1,17.9,-2.8,-0.21,0.96,uy URU,FW,Boca Juniors,Primera Division Argentina,28-207,1996,13.4,2,0,0,10,3,2,25,4,1,0,0,0,24,4,12,25.0,79.59501557632399,84.42367601246106,96.10591900311528,83.95638629283489,87.53894080996885,73.20872274143302,75.54517133956386,70.24922118380063,89.56386292834891,2.5396825396825395,28.57142857142857,57.460317460317455,63.17460317460317,28.888888888888886,3.1746031746031744,23.49206349206349,1.5873015873015872,22.857142857142858,0.9523809523809524,19.047619047619047,15.873015873015872,94.0809968847352,33.8006230529595,145.03284251040142
54198,Jeremias Merlo,0,FW,Gimnasia–LP,Primera Division Argentina,0,0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FW,Gimnasia–LP,Primera Division Argentina,0,0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,FW,Gimnasia–LP,Primera Division Argentina,0,0,0.1,1,100.0,100.0,9,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,FW,Gimnasia–LP,Primera Division Argentina,0,0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FW,Gimnasia–LP,Primera Division Argentina,0,0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,FW,Gimnasia–LP,Primera Division Argentina,0,0,0.1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,FW,Gimnasia–LP,Primera Division Argentina,0,0,0.1,5,0,0,400.0,100.0,100.0,500.0,1,0,0.0,1,100.0,1,10,0.0,0,0,0,1,0,2,0.0,0,FW,Gimnasia–LP,Primera Division Argentina,0,0,2,7,4,0.6,0.1,0,0,0,2,4,6,1.5,1,0,1,12.86,12.79,0.8,0.1,0.7,9.42,9.38,0,FW,Gimnasia–LP,Primera Division Argentina,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,31.464174454828658,8.255451713395638,9.813084112149532,12.305295950155763,6.230529595015576,8.09968847352025,18.38006230529595,7.632398753894081,28.34890965732087,90.15873015873017,8.571428571428571,15.555555555555555,30.634920634920636,6.825396825396825,95.07936507936508,11.746031746031745,97.93650793650794,99.52380952380952,97.14285714285714,2.2222222222222223,2.5396825396825395,11.993769470404985,11.370716510903426,263.667550762649
54201,Maximiliano Meza,ar ARG,"FW,MF",River Plate,Primera Division Argentina,31-278,1992,4,3,282,3.1,1,0,1,1,0,0,0,0,1.0,1.0,0.3,1.4,7,20,18,0.32,0.0,0.32,0.32,0.32,0.33,0.11,0.44,0.33,0.44,ar ARG,"FW,MF",River Plate,Primera Division Argentina,31-278,1992,3.1,1,5,1,20.0,1.6,0.32,0.2,1.0,12.8,0,0,0,1.0,1.0,0.21,0.0,0.0,ar ARG,"FW,MF",River Plate,Primera Division Argentina,31-278,1992,3.1,82,12.174817898022892,70.1,1564,505,33,43,76.7,34,51,66.7,13,19,68.4,0,0.3,0.3,-0.3,4,1.1446409989594173,0.5202913631633714,0.0,2.0811654526534857,ar ARG,"FW,MF",River Plate,Primera Division Argentina,31-278,1992,3.1,117,108,9,4,1,0,16,2,3,0,3,0,82,0,3,ar ARG,"FW,MF",River Plate,Primera Division Argentina,31-278,1992,3.1,9,2.87,7,2,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"FW,MF",River Plate,Primera Division Argentina,31-278,1992,3.1,15,0.7284079084287199,3,9,0.31217481789802287,4,9,44.4,5,6,0,6,3,18,4,0,ar ARG,"FW,MF",River Plate,Primera Division Argentina,31-278,1992,3.1,175,5,26,9.261186264308012,6.55567117585848,0.7284079084287199,18.210197710718003,12,2,16.7,9,75.0,92,536,25.18210197710718,7,5,1,12,9,115,1.8730489073881373,ar ARG,"FW,MF",River Plate,Primera Division Argentina,31-278,1992,4,282,71,22.4,3.1,3,79,2,1,45,0,1.5,5,2,3,0.96,0.5,4.2,2.5,1.7,0.54,-0.14,ar ARG,"FW,MF",River Plate,Primera Division Argentina,31-278,1992,3.1,0,0,0,6,7,2,16,3,7,0,0,0,6,8,1,88.9,81.15264797507788,83.17757009345794,66.04361370716511,65.57632398753894,79.75077881619937,39.719626168224295,43.769470404984425,61.37071651090342,28.34890965732087,58.41269841269842,80.31746031746032,88.25396825396825,30.634920634920636,82.22222222222221,52.38095238095239,84.12698412698413,62.22222222222222,48.888888888888886,58.41269841269842,64.76190476190476,54.6031746031746,27.725856697819314,95.95015576323988,174.0045372704213
54203,Luis Miguel Rodríguez,ar ARG,"FW,MF",Atlé Tucumán,Primera Division Argentina,39-261,1985,9,7,407,4.5,1,2,3,0,1,1,0,0,1.7,0.9,2.0,2.9,2,19,15,0.22,0.44,0.66,0.0,0.44,0.37,0.44,0.81,0.2,0.64,ar ARG,"FW,MF",Atlé Tucumán,Primera Division Argentina,39-261,1985,4.5,1,12,2,16.7,2.65,0.44,0.0,0.0,28.0,4,1,1,1.7,0.9,0.07,-0.7,-0.9,ar ARG,"FW,MF",Atlé Tucumán,Primera Division Argentina,39-261,1985,4.5,89,7.259259259259259,60.5,1560,804,45,65,69.2,24,38,63.2,15,31,48.4,2,2.0,0.4,0.0,13,0.7901234567901234,0.3950617283950617,0.0,0.9382716049382717,ar ARG,"FW,MF",Atlé Tucumán,Primera Division Argentina,39-261,1985,4.5,147,119,27,4,0,1,17,6,16,4,10,0,89,1,6,ar ARG,"FW,MF",Atlé Tucumán,Primera Division Argentina,39-261,1985,4.5,21,4.64,11,8,0,2,0,0,3,0.66,2,0,0,1,0,0,ar ARG,"FW,MF",Atlé Tucumán,Primera Division Argentina,39-261,1985,4.5,2,0.04938271604938271,2,0,0.0,0,6,0.0,6,5,0,5,2,4,2,0,ar ARG,"FW,MF",Atlé Tucumán,Primera Division Argentina,39-261,1985,4.5,193,1,22,4.395061728395062,4.098765432098765,0.345679012345679,9.481481481481481,11,1,9.1,10,90.9,68,244,5.827160493827161,2,4,2,9,5,110,0.7407407407407408,ar ARG,"FW,MF",Atlé Tucumán,Primera Division Argentina,39-261,1985,9,407,45,32.3,4.5,7,53,0,2,19,0,2.11,4,3,1,0.22,0.01,6.4,5.6,0.8,0.18,-0.09,ar ARG,"FW,MF",Atlé Tucumán,Primera Division Argentina,39-261,1985,4.5,0,0,0,2,5,2,17,2,1,0,0,0,27,1,7,12.5,31.464174454828658,64.17445482866043,36.29283489096573,97.66355140186917,93.76947040498442,75.85669781931465,50.155763239875384,90.96573208722741,92.21183800623052,42.22222222222222,74.92063492063492,84.44444444444444,30.634920634920636,67.61904761904762,40.95238095238095,31.9047619047619,40.95238095238095,27.61904761904762,41.269841269841265,21.58730158730159,24.444444444444443,24.299065420560748,23.364485981308412,152.99405259186807
54208,Dardo Miloc,ar ARG,"MF,FW",Barracas Central,Primera Division Argentina,33-338,1990,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,ar ARG,"MF,FW",Barracas Central,Primera Division Argentina,33-338,1990,0.5,0,1,0,0.0,2.0,0.0,0.0,0.0,14.6,0,0,0,0.0,0.0,0.01,0.0,0.0,ar ARG,"MF,FW",Barracas Central,Primera Division Argentina,33-338,1990,0.5,31,148.0,83.8,600,129,9,11,81.8,17,19,89.5,4,5,80.0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,0.0,ar ARG,"MF,FW",Barracas Central,Primera Division Argentina,33-338,1990,0.5,37,36,1,1,0,0,0,0,0,0,0,0,31,0,0,ar ARG,"MF,FW",Barracas Central,Primera Division Argentina,33-338,1990,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"MF,FW",Barracas Central,Primera Division Argentina,33-338,1990,0.5,1,4.0,1,0,0.0,1,1,100.0,0,2,0,2,0,1,2,0,ar ARG,"MF,FW",Barracas Central,Primera Division Argentina,33-338,1990,0.5,45,4,13,108.0,20.0,4.0,180.0,1,1,100.0,0,0.0,15,72,108.0,0,0,0,1,1,30,0.0,ar ARG,"MF,FW",Barracas Central,Primera Division Argentina,33-338,1990,3,45,15,3.6,0.5,0,0,0,3,15,6,0.0,0,3,-3,-6.0,-5.19,0.5,1.8,-1.3,-2.58,-1.7,ar ARG,"MF,FW",Barracas Central,Primera Division Argentina,33-338,1990,0.5,0,0,0,0,1,0,0,0,1,0,0,0,1,1,4,20.0,31.464174454828658,17.91277258566978,9.813084112149532,12.305295950155763,13.084112149532709,55.45171339563863,18.38006230529595,7.632398753894081,28.34890965732087,94.92063492063491,94.28571428571428,15.555555555555555,30.634920634920636,6.825396825396825,78.41269841269842,93.80952380952381,95.23809523809523,84.44444444444444,93.33333333333333,89.52380952380953,2.5396825396825395,98.75389408099689,27.570093457943923,245.3164611880961
54720,Franco Minerva,ar ARG,"MF,FW",Platense,Primera Division Argentina,18-110,2006,7,6,443,4.9,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,6,9,29,0.2,0.0,0.2,0.2,0.2,0.05,0.11,0.16,0.05,0.16,ar ARG,"MF,FW",Platense,Primera Division Argentina,18-110,2006,4.9,1,8,3,37.5,1.63,0.61,0.13,0.33,24.5,0,0,0,0.2,0.2,0.03,0.8,0.8,ar ARG,"MF,FW",Platense,Primera Division Argentina,18-110,2006,4.9,57,5.289462723865055,44.9,1108,528,26,44,59.1,17,37,45.9,12,29,41.4,0,0.6,0.5,-0.6,7,0.2082465639316951,0.16659725114535606,0.08329862557267803,0.37484381507705117,ar ARG,"MF,FW",Platense,Primera Division Argentina,18-110,2006,4.9,127,107,20,3,0,2,34,5,12,0,12,0,57,0,14,ar ARG,"MF,FW",Platense,Primera Division Argentina,18-110,2006,4.9,10,2.03,5,4,0,0,1,0,2,0.41,1,0,0,0,1,0,ar ARG,"MF,FW",Platense,Primera Division Argentina,18-110,2006,4.9,8,0.29154518950437314,3,4,0.041649312786339016,5,9,55.6,4,8,0,8,3,11,4,0,ar ARG,"MF,FW",Platense,Primera Division Argentina,18-110,2006,4.9,183,5,22,2.249062890462307,4.581424406497292,0.5414410662224073,7.621824239900041,6,1,16.7,5,83.3,84,473,6.8721366097459375,6,5,1,12,7,95,1.2078300708038316,ar ARG,"MF,FW",Platense,Primera Division Argentina,18-110,2006,7,443,63,35.2,4.9,6,66,0,1,45,3,0.71,4,4,0,0.0,0.22,5.1,2.5,2.6,0.52,0.62,ar ARG,"MF,FW",Platense,Primera Division Argentina,18-110,2006,4.9,1,0,0,2,2,1,34,3,7,1,0,0,13,7,7,50.0,74.29906542056075,24.922118380062305,61.21495327102804,65.57632398753894,29.906542056074763,41.1214953271028,59.034267912772584,40.34267912772586,79.90654205607477,33.80952380952381,41.74603174603175,66.03174603174602,82.85714285714286,41.74603174603175,44.44444444444444,73.65079365079366,18.095238095238095,39.36507936507937,31.746031746031743,28.57142857142857,41.269841269841265,27.725856697819314,74.9221183800623,158.9561356869468
54723,Ignacio Miramon,ar ARG,"MF,FW",Boca Juniors,Primera Division Argentina,21-098,2003,3,2,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,ar ARG,"MF,FW",Boca Juniors,Primera Division Argentina,21-098,2003,1.6,0,1,0,0.0,0.64,0.0,0.0,0.0,14.6,0,0,0,0.0,0.0,0.04,0.0,0.0,ar ARG,"MF,FW",Boca Juniors,Primera Division Argentina,21-098,2003,1.6,47,25.390625,72.3,805,143,24,28,85.7,18,23,78.3,4,10,40.0,0,0.0,0.0,0.0,0,1.953125,0.0,0.0,1.5625,ar ARG,"MF,FW",Boca Juniors,Primera Division Argentina,21-098,2003,1.6,65,64,0,0,0,1,1,0,0,0,0,0,47,1,1,ar ARG,"MF,FW",Boca Juniors,Primera Division Argentina,21-098,2003,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,"MF,FW",Boca Juniors,Primera Division Argentina,21-098,2003,1.6,4,0.78125,1,2,0.390625,2,5,40.0,3,4,1,3,4,8,2,0,ar ARG,"MF,FW",Boca Juniors,Primera Division Argentina,21-098,2003,1.6,93,0,22,24.21875,3.515625,0.390625,36.328125,7,2,28.6,5,71.4,37,237,36.328125,3,2,0,3,0,47,0.390625,ar ARG,"MF,FW",Boca Juniors,Primera Division Argentina,21-098,2003,3,140,47,11.1,1.6,2,64,0,1,12,1,2.0,1,4,-3,-1.93,-2.57,1.3,3.0,-1.8,-1.13,-0.98,ar ARG,"MF,FW",Boca Juniors,Primera Division Argentina,21-098,2003,1.6,0,0,0,1,2,0,1,4,2,0,0,0,9,0,4,0.0,31.464174454828658,19.626168224299064,44.85981308411215,12.305295950155763,14.330218068535824,17.75700934579439,18.38006230529595,7.632398753894081,28.34890965732087,74.92063492063492,84.76190476190476,15.555555555555555,30.634920634920636,77.61904761904762,34.44444444444444,85.23809523809524,79.68253968253968,30.0,72.06349206349206,71.11111111111111,7.6190476190476195,38.31775700934579,11.370716510903426,233.30495514331025
