Unnamed: 0,Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls.1,stats_Ast.1,stats_G+A.1,stats_G-PK.1,stats_G+A-PK,stats_xG.1,stats_xAG.1,stats_xG+xAG,stats_npxG.1,stats_npxG+xAG.1,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive.1,gca_PassDead.1,gca_TO.1,gca_Sh.1,gca_Fld.1,gca_Def.1,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off.1,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%,Percentil_G-PK.1,Percentil_npxG.1,Percentil_PrgC,Percentil_xAG.1,Percentil_npxG+xAG.1,Percentil_Sh/90,Percentil_SoT/90,Percentil_SCA90,Percentil_GCA90,Percentil_Att,Percentil_1/3,Percentil_PPA,Percentil_CrsPA,Percentil_PrgP,Percentil_Att 3rd,Percentil_TklW,Percentil_Mid 3rd,Percentil_Att Pen,Percentil_Live,Percentil_PrgDist,Percentil_PrgR,Percentil_Succ%,Percentil_Won%,Distancia
53649,Rodrigo Márquez,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,2,300.0,66.7,34,0,0,1,0.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,6,1,1,400.0,100.0,0.0,600.0,1,0,0.0,1,100.0,4,70,400.0,0,0,0,2,0,3,100.0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,1,11,11,0.9,0.1,0,0,0,1,11,0,1.0,0,0,0,0.0,0.14,0.0,0.3,-0.3,-2.23,-2.38,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,31.464174454828658,8.255451713395638,9.813084112149532,12.305295950155763,6.230529595015576,8.09968847352025,18.38006230529595,7.632398753894081,28.34890965732087,97.61904761904762,8.571428571428571,15.555555555555555,30.634920634920636,6.825396825396825,95.07936507936508,11.746031746031745,97.93650793650794,4.761904761904762,97.77777777777777,96.98412698412699,98.73015873015873,11.993769470404985,11.370716510903426,283.8100881548737
53905,Rodrigo Márquez,ar ARG,"MF,FW",Independiente,Primera Division Argentina,22-216,2002,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,2,300.0,66.7,34,0,0,1,0.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,6,1,1,400.0,100.0,0.0,600.0,1,0,0.0,1,100.0,4,70,400.0,0,0,0,2,0,3,100.0,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,1,11,11,0.9,0.1,0,0,0,1,11,0,1.0,0,0,0,0.0,0.14,0.0,0.3,-0.3,-2.23,-2.38,ar ARG,FW,Platense,Primera Division Argentina,22-216,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,31.464174454828658,8.255451713395638,9.813084112149532,12.305295950155763,6.230529595015576,8.09968847352025,18.38006230529595,7.632398753894081,28.34890965732087,97.61904761904762,8.571428571428571,15.555555555555555,30.634920634920636,6.825396825396825,95.07936507936508,11.746031746031745,97.93650793650794,4.761904761904762,97.77777777777777,96.98412698412699,98.73015873015873,11.993769470404985,11.370716510903426,283.8100881548737
54164,Adrián Martínez,ar ARG,FW,Racing Club,Primera Division Argentina,32-073,1992,10,10,803,8.9,2,1,3,2,0,1,5,1,4.9,4.1,1.6,5.6,4,9,32,0.22,0.11,0.34,0.22,0.34,0.55,0.18,0.72,0.46,0.63,ar ARG,FW,Racing Club,Primera Division Argentina,32-073,1992,8.9,2,27,10,37.0,3.03,1.12,0.07,0.2,14.7,0,0,1,4.9,4.1,0.15,-2.9,-2.1,ar ARG,FW,Racing Club,Primera Division Argentina,32-073,1992,8.9,83,1.7169549299330893,61.0,1310,275,38,59,64.4,33,50,66.0,7,14,50.0,1,1.6,0.7,-0.6,8,0.08837268021714428,0.03787400580734755,0.02524933720489837,0.11362201742204267,ar ARG,FW,Racing Club,Primera Division Argentina,32-073,1992,8.9,136,127,7,0,2,2,3,0,0,0,0,0,83,2,0,ar ARG,FW,Racing Club,Primera Division Argentina,32-073,1992,8.9,19,2.13,11,1,0,2,4,1,3,0.34,1,0,0,1,0,1,ar ARG,FW,Racing Club,Primera Division Argentina,32-073,1992,8.9,5,0.03787400580734755,1,1,0.03787400580734755,2,4,50.0,2,3,1,2,2,7,6,0,ar ARG,FW,Racing Club,Primera Division Argentina,32-073,1992,8.9,228,8,14,1.1740941800277742,1.5402095694988005,0.5554854185077641,2.865799772755965,5,1,20.0,4,80.0,116,461,1.780078272945335,4,6,2,21,8,151,0.4039893952783739,ar ARG,FW,Racing Club,Primera Division Argentina,32-073,1992,10,803,80,63.7,8.9,10,80,3,0,0,1,1.7,12,6,6,0.67,0.08,12.2,6.8,5.3,0.6,-0.03,ar ARG,FW,Racing Club,Primera Division Argentina,32-073,1992,8.9,5,1,0,17,10,7,3,2,3,0,0,0,14,13,29,31.0,75.70093457943925,92.5233644859813,51.71339563862928,83.95638629283489,93.30218068535827,83.48909657320873,82.71028037383178,42.834890965732086,74.61059190031153,2.2222222222222223,21.904761904761905,38.730158730158735,70.15873015873015,16.507936507936506,6.349206349206349,29.20634920634921,3.492063492063492,41.58730158730159,2.2222222222222223,6.031746031746032,8.253968253968253,30.8411214953271,43.613707165109034,136.48965926410906
54165,Alejandro Martínez,ar ARG,FW,Talleres,Primera Division Argentina,27-155,1997,7,6,566,6.3,2,0,2,2,0,0,1,0,0.9,0.9,0.4,1.3,23,20,46,0.32,0.0,0.32,0.32,0.32,0.14,0.06,0.2,0.14,0.2,ar ARG,FW,Talleres,Primera Division Argentina,27-155,1997,6.3,2,16,4,25.0,2.54,0.64,0.13,0.5,22.9,2,0,0,0.9,0.9,0.05,1.1,1.1,ar ARG,FW,Talleres,Primera Division Argentina,27-155,1997,6.3,113,4.585537918871252,62.1,1794,608,59,76,77.6,41,61,67.2,9,28,32.1,0,0.4,0.7,-0.4,7,0.2519526329050139,0.2015621063240111,0.05039052658100277,0.5039052658100278,ar ARG,FW,Talleres,Primera Division Argentina,27-155,1997,6.3,182,151,29,12,1,0,39,3,14,9,5,0,113,2,9,ar ARG,FW,Talleres,Primera Division Argentina,27-155,1997,6.3,16,2.54,10,5,0,0,1,0,1,0.16,0,1,0,0,0,0,ar ARG,FW,Talleres,Primera Division Argentina,27-155,1997,6.3,12,0.2015621063240111,6,4,0.05039052658100277,7,10,70.0,3,4,0,4,4,16,3,0,ar ARG,FW,Talleres,Primera Division Argentina,27-155,1997,6.3,268,0,27,2.922650541698161,3.2501889644746793,0.4031242126480222,6.752330561854372,21,5,23.8,13,61.9,152,1026,13.45427059712774,23,11,7,15,7,169,1.1589821113630638,ar ARG,FW,Talleres,Primera Division Argentina,27-155,1997,7,566,81,44.9,6.3,6,86,3,1,53,4,1.43,10,9,1,0.16,-0.23,6.5,5.8,0.7,0.11,-0.07,ar ARG,FW,Talleres,Primera Division Argentina,27-155,1997,6.3,1,0,0,1,6,2,39,4,8,0,0,0,22,0,5,0.0,81.15264797507788,48.90965732087228,94.0809968847352,48.90965732087228,36.60436137071651,72.58566978193146,61.99376947040498,54.67289719626168,62.616822429906534,29.20634920634921,46.34920634920635,71.11111111111111,78.0952380952381,49.84126984126984,30.158730158730158,61.42857142857143,26.34920634920635,31.11111111111111,25.71428571428571,49.2063492063492,39.36507936507937,32.71028037383177,11.370716510903426,158.01475183494836
54168,Luca Martínez,mx MEX,FW,Rosario Central,Primera Division Argentina,23-245,2001,3,1,99,1.1,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,1,0,5,0.91,0.0,0.91,0.91,0.91,1.03,0.01,1.04,1.03,1.04,mx MEX,FW,Rosario Central,Primera Division Argentina,23-245,2001,1.1,1,5,3,60.0,4.55,2.73,0.2,0.33,19.4,0,0,0,1.1,1.1,0.23,-0.1,-0.1,mx MEX,FW,Rosario Central,Primera Division Argentina,23-245,2001,1.1,11,20.661157024793386,44.0,115,12,7,13,53.8,2,6,33.3,0,0,0.0,0,0.0,0.0,0.0,1,1.652892561983471,0.0,0.0,0.0,mx MEX,FW,Rosario Central,Primera Division Argentina,23-245,2001,1.1,25,23,2,0,0,0,1,0,0,0,0,0,11,0,1,mx MEX,FW,Rosario Central,Primera Division Argentina,23-245,2001,1.1,2,1.82,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,mx MEX,FW,Rosario Central,Primera Division Argentina,23-245,2001,1.1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,mx MEX,FW,Rosario Central,Primera Division Argentina,23-245,2001,1.1,44,2,3,19.83471074380165,14.049586776859503,5.785123966942148,36.36363636363636,3,0,0.0,3,100.0,24,123,12.39669421487603,1,0,1,2,2,35,4.132231404958677,mx MEX,FW,Rosario Central,Primera Division Argentina,23-245,2001,3,99,33,7.9,1.1,1,75,0,2,12,3,2.33,2,1,1,0.91,0.83,1.8,2.0,-0.2,-0.16,-0.36,mx MEX,FW,Rosario Central,Primera Division Argentina,23-245,2001,1.1,1,0,0,2,2,1,1,0,0,0,0,0,2,3,9,25.0,98.4423676012461,98.75389408099689,25.54517133956386,26.323987538940806,97.81931464174455,94.2367601246106,98.13084112149532,33.021806853582554,28.34890965732087,69.36507936507937,84.44444444444444,15.555555555555555,30.634920634920636,6.825396825396825,71.74603174603175,11.746031746031745,78.0952380952381,90.15873015873017,72.38095238095238,46.98412698412698,75.55555555555556,11.993769470404985,33.8006230529595,167.87094442267565
54170,Roger Martínez,co COL,"FW,MF",Racing Club,Primera Division Argentina,30-087,1994,13,6,619,6.9,5,0,5,4,1,1,3,0,2.6,1.8,0.9,2.7,14,16,56,0.73,0.0,0.73,0.58,0.58,0.38,0.13,0.51,0.27,0.4,co COL,"FW,MF",Racing Club,Primera Division Argentina,30-087,1994,6.9,5,23,8,34.8,3.34,1.16,0.17,0.5,16.3,0,1,1,2.6,1.8,0.08,2.4,2.2,co COL,"FW,MF",Racing Club,Primera Division Argentina,30-087,1994,6.9,99,2.982566687670657,69.7,1385,326,64,86,74.4,24,31,77.4,5,6,83.3,0,0.9,0.5,-0.9,12,0.08401596303297626,0.10501995379122032,0.0,0.33606385213190504,co COL,"FW,MF",Racing Club,Primera Division Argentina,30-087,1994,6.9,142,133,8,0,1,0,3,4,0,0,0,0,99,1,2,co COL,"FW,MF",Racing Club,Primera Division Argentina,30-087,1994,6.9,24,3.49,15,0,4,2,2,1,0,0.0,0,0,0,0,0,0,co COL,"FW,MF",Racing Club,Primera Division Argentina,30-087,1994,6.9,7,0.04200798151648813,0,3,0.08401596303297626,4,7,57.1,3,2,0,2,0,7,6,0,co COL,"FW,MF",Racing Club,Primera Division Argentina,30-087,1994,6.9,248,6,16,1.4702793530770843,3.549674438143247,0.8821676118462507,5.187985717286284,30,15,50.0,14,46.7,156,805,7.351396765385422,14,14,4,26,13,201,1.1762234824616675,co COL,"FW,MF",Racing Club,Primera Division Argentina,30-087,1994,13,619,48,49.1,6.9,6,81,3,7,19,1,1.62,9,6,3,0.44,-0.41,8.6,4.5,4.2,0.6,0.0,co COL,"FW,MF",Racing Club,Primera Division Argentina,30-087,1994,6.9,3,0,0,9,14,5,3,0,2,0,0,0,15,18,18,50.0,93.45794392523365,78.66043613707166,82.55451713395638,71.65109034267913,71.96261682242991,88.1619937694704,83.8006230529595,77.25856697819314,28.34890965732087,12.380952380952381,21.26984126984127,55.87301587301587,30.634920634920636,38.41269841269842,35.23809523809524,30.158730158730158,8.253968253968253,58.730158730158735,17.46031746031746,30.476190476190478,40.0,77.41433021806854,74.9221183800623,136.7262912669372
54171,Ronaldo Martínez,py PAR,"FW,MF",Platense,Primera Division Argentina,28-146,1996,14,5,497,5.5,2,0,2,2,0,0,2,0,1.2,1.2,0.1,1.4,4,8,33,0.36,0.0,0.36,0.36,0.36,0.23,0.03,0.25,0.23,0.25,py PAR,"FW,MF",Platense,Primera Division Argentina,28-146,1996,5.5,2,11,4,36.4,1.99,0.72,0.18,0.5,12.2,0,0,0,1.2,1.2,0.11,0.8,0.8,py PAR,"FW,MF",Platense,Primera Division Argentina,28-146,1996,5.5,53,4.462809917355372,39.3,675,177,29,65,44.6,18,48,37.5,2,4,50.0,0,0.1,0.1,-0.1,4,0.1322314049586777,0.03305785123966942,0.0,0.2644628099173554,py PAR,"FW,MF",Platense,Primera Division Argentina,28-146,1996,5.5,135,126,9,0,0,0,3,0,0,0,0,0,53,0,7,py PAR,"FW,MF",Platense,Primera Division Argentina,28-146,1996,5.5,9,1.63,5,0,2,2,0,0,2,0.36,1,0,1,0,0,0,py PAR,"FW,MF",Platense,Primera Division Argentina,28-146,1996,5.5,4,0.03305785123966942,0,2,0.06611570247933884,1,2,50.0,1,3,0,3,2,6,5,0,py PAR,"FW,MF",Platense,Primera Division Argentina,28-146,1996,5.5,197,4,13,3.3719008264462813,2.84297520661157,0.8264462809917356,6.5123966942148765,7,3,42.9,4,57.1,83,330,3.9008264462809916,4,4,5,13,6,135,1.0909090909090908,py PAR,"FW,MF",Platense,Primera Division Argentina,28-146,1996,14,497,36,39.4,5.5,5,72,0,9,15,0,1.14,6,6,0,0.0,0.24,5.4,4.3,1.1,0.2,0.13,py PAR,"FW,MF",Platense,Primera Division Argentina,28-146,1996,5.5,2,0,0,9,4,2,3,2,1,0,0,0,17,39,39,50.0,83.95638629283489,73.05295950155764,51.71339563862928,35.66978193146417,49.84423676012461,54.361370716510905,66.51090342679127,29.283489096573206,76.32398753894081,27.61904761904762,28.253968253968253,36.19047619047619,30.634920634920636,29.841269841269842,25.71428571428571,27.3015873015873,31.428571428571427,55.23809523809524,24.761904761904763,13.333333333333334,38.095238095238095,62.149532710280376,74.9221183800623,115.35697089761742
54175,Franco Mastantuono,ar ARG,"MF,FW",River Plate,Primera Division Argentina,17-035,2007,13,6,628,7.0,1,2,3,1,0,0,0,0,2.3,2.3,1.4,3.7,19,44,68,0.14,0.29,0.43,0.14,0.43,0.33,0.19,0.53,0.33,0.53,ar ARG,"MF,FW",River Plate,Primera Division Argentina,17-035,2007,7.0,1,28,7,25.0,4.01,1.0,0.04,0.14,22.2,5,0,0,2.3,2.3,0.08,-1.3,-1.3,ar ARG,"MF,FW",River Plate,Primera Division Argentina,17-035,2007,7.0,303,8.285714285714286,74.6,5046,1023,152,177,85.9,107,129,82.9,35,79,44.3,2,1.4,1.1,0.6,17,0.5918367346938777,0.1836734693877551,0.02040816326530612,0.8979591836734694,ar ARG,"MF,FW",River Plate,Primera Division Argentina,17-035,2007,7.0,406,360,45,8,4,1,40,0,34,15,11,0,303,1,7,ar ARG,"MF,FW",River Plate,Primera Division Argentina,17-035,2007,7.0,33,4.71,20,7,2,1,3,0,3,0.43,2,1,0,0,0,0,ar ARG,"MF,FW",River Plate,Primera Division Argentina,17-035,2007,7.0,16,0.20408163265306123,1,13,0.04081632653061224,6,11,54.5,5,5,0,5,0,16,0,0,ar ARG,"MF,FW",River Plate,Primera Division Argentina,17-035,2007,7.0,524,1,26,5.224489795918367,5.183673469387755,0.5918367346938777,10.693877551020408,46,21,45.7,23,50.0,330,2071,15.612244897959185,19,14,7,29,15,392,1.3877551020408163,ar ARG,"MF,FW",River Plate,Primera Division Argentina,17-035,2007,13,628,48,49.8,7.0,6,74,1,7,26,1,1.38,7,6,1,0.14,-0.85,9.3,6.6,2.7,0.38,-0.54,ar ARG,"MF,FW",River Plate,Primera Division Argentina,17-035,2007,7.0,0,0,0,8,12,1,40,0,10,0,0,0,46,3,13,18.8,68.84735202492212,83.17757009345794,89.8753894080997,86.44859813084112,88.62928348909658,93.45794392523365,77.25856697819314,91.27725856697819,80.8411214953271,45.714285714285715,68.25396825396825,67.3015873015873,67.46031746031747,66.66666666666666,46.98412698412698,62.53968253968254,46.03174603174603,44.12698412698413,43.80952380952381,55.55555555555556,45.07936507936508,66.97819314641744,25.85669781931464,136.5194793236019
54181,Guillermo May,uy URU,FW,Newell's OB,Primera Division Argentina,26-191,1998,5,0,116,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,2,0,9,0.0,0.0,0.0,0.0,0.0,0.38,0.05,0.43,0.38,0.43,uy URU,FW,Newell's OB,Primera Division Argentina,26-191,1998,1.3,0,7,2,28.6,5.43,1.55,0.0,0.0,15.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,uy URU,FW,Newell's OB,Primera Division Argentina,26-191,1998,1.3,16,13.609467455621303,69.6,174,5,8,10,80.0,5,7,71.4,0,1,0.0,0,0.1,0.0,-0.1,1,0.0,0.0,0.0,0.0,uy URU,FW,Newell's OB,Primera Division Argentina,26-191,1998,1.3,23,20,2,0,0,0,2,0,0,0,0,0,16,1,0,uy URU,FW,Newell's OB,Primera Division Argentina,26-191,1998,1.3,4,3.1,1,0,2,0,1,0,2,1.55,0,0,1,0,1,0,uy URU,FW,Newell's OB,Primera Division Argentina,26-191,1998,1.3,2,1.1834319526627217,2,0,0.0,0,2,0.0,2,2,0,2,0,2,0,0,uy URU,FW,Newell's OB,Primera Division Argentina,26-191,1998,1.3,53,1,6,13.01775147928994,15.384615384615383,6.50887573964497,31.360946745562128,9,5,55.6,3,33.3,29,192,43.78698224852071,2,4,2,6,2,32,5.325443786982248,uy URU,FW,Newell's OB,Primera Division Argentina,26-191,1998,5,116,23,9.2,1.3,0,0,0,5,23,0,1.2,2,3,-1,-0.78,-0.15,1.3,3.1,-1.8,-1.38,-1.44,uy URU,FW,Newell's OB,Primera Division Argentina,26-191,1998,1.3,0,0,0,1,2,1,2,0,2,0,0,0,5,8,4,66.7,31.464174454828658,87.69470404984425,36.29283489096573,44.85981308411215,78.03738317757009,95.6386292834891,92.21183800623052,67.7570093457944,99.06542056074767,60.317460317460316,8.571428571428571,15.555555555555555,30.634920634920636,6.825396825396825,72.6984126984127,87.61904761904762,69.2063492063492,91.11111111111111,69.84126984126983,75.87301587301587,80.0,85.04672897196261,91.1214953271028,183.7158143458466
54182,Walter Mazzantti,ar ARG,FW,Huracán,Primera Division Argentina,28-013,1996,14,14,"1,221",13.6,1,2,3,1,0,0,1,0,2.8,2.8,1.3,4.1,43,23,111,0.07,0.15,0.22,0.07,0.22,0.21,0.1,0.3,0.21,0.3,ar ARG,FW,Huracán,Primera Division Argentina,28-013,1996,13.6,1,23,6,26.1,1.7,0.44,0.04,0.17,15.7,0,0,0,2.8,2.8,0.12,-1.8,-1.8,ar ARG,FW,Huracán,Primera Division Argentina,28-013,1996,13.6,210,1.6165657439446366,70.2,2681,552,146,184,79.3,44,73,60.3,8,13,61.5,2,1.3,1.2,0.7,11,0.08109861591695502,0.05406574394463668,0.016219723183391002,0.12435121107266436,ar ARG,FW,Huracán,Primera Division Argentina,28-013,1996,13.6,299,294,4,1,1,2,24,2,0,0,0,0,210,1,5,ar ARG,FW,Huracán,Primera Division Argentina,28-013,1996,13.6,33,2.43,21,0,3,1,8,0,5,0.37,4,0,0,0,1,0,ar ARG,FW,Huracán,Primera Division Argentina,28-013,1996,13.6,31,0.09191176470588236,11,14,0.032439446366782004,10,32,31.3,22,20,1,19,7,38,11,0,ar ARG,FW,Huracán,Primera Division Argentina,28-013,1996,13.6,513,4,60,1.1840397923875432,1.351643598615917,0.2757352941176471,2.7735726643598615,51,20,39.2,27,52.9,317,2160,5.184904844290657,43,29,13,49,31,350,0.6001297577854672,ar ARG,FW,Huracán,Primera Division Argentina,28-013,1996,14,"1,221",87,96.9,13.6,14,87,8,0,0,0,1.71,12,7,5,0.37,0.37,13.3,11.6,1.7,0.12,1.13,ar ARG,FW,Huracán,Primera Division Argentina,28-013,1996,13.6,1,0,0,23,38,9,24,7,17,1,0,0,53,21,24,46.7,62.928348909657316,67.44548286604362,99.68847352024922,62.30529595015576,60.12461059190031,43.613707165109034,50.155763239875384,51.4018691588785,77.41433021806854,1.9047619047619049,20.952380952380953,43.80952380952381,65.07936507936508,17.142857142857142,4.1269841269841265,44.12698412698413,3.8095238095238098,20.317460317460316,1.9047619047619049,18.412698412698415,19.047619047619047,53.271028037383175,69.00311526479751,165.59541144091858
54185,Federico Medina,ar ARG,FW,Banfield,Primera Division Argentina,20-215,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Banfield,Primera Division Argentina,20-215,2004,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,ar ARG,FW,Banfield,Primera Division Argentina,20-215,2004,0.1,4,400.0,100.0,72,43,0,0,0.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,100.0,0.0,0.0,200.0,ar ARG,FW,Banfield,Primera Division Argentina,20-215,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,ar ARG,FW,Banfield,Primera Division Argentina,20-215,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar ARG,FW,Banfield,Primera Division Argentina,20-215,2004,0.1,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,ar ARG,FW,Banfield,Primera Division Argentina,20-215,2004,0.1,8,1,2,500.0,200.0,0.0,800.0,1,1,100.0,0,0.0,4,32,2100.0,0,0,0,0,0,3,100.0,ar ARG,FW,Banfield,Primera Division Argentina,20-215,2004,1,9,9,0.7,0.1,0,0,0,1,9,1,0.0,0,1,-1,-10.0,-9.64,0.1,0.5,-0.4,-3.95,-3.61,ar ARG,FW,Banfield,Primera Division Argentina,20-215,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,31.464174454828658,8.255451713395638,9.813084112149532,12.305295950155763,6.230529595015576,8.09968847352025,18.38006230529595,7.632398753894081,28.34890965732087,98.4126984126984,99.68253968253968,15.555555555555555,30.634920634920636,100.0,98.57142857142858,11.746031746031745,99.20634920634922,4.761904761904762,98.73015873015873,100.0,98.73015873015873,98.75389408099689,11.370716510903426,265.4469481287855
